nama;umur
A15;15
A119;119
A808;808
A386;386
A622;622
A663;663
A580;580
A171;171
A969;969
A279;279
A367;367
A107;107
A529;529
A940;940
A993;993
A536;536
A474;474
A888;888
A869;869
A891;891
A296;296
A965;965
A656;656
A36;36
A240;240
A339;339
A177;177
A354;354
A285;285
A183;183
A527;527
A721;721
A46;46
A937;937
A534;534
A986;986
A442;442
A590;590
A389;389
A411;411
A113;113
A752;752
A663;663
A376;376
A574;574
A179;179
A782;782
A346;346
A715;715
A434;434
A421;421
A215;215
A440;440
A637;637
A661;661
A244;244
A64;64
A28;28
A278;278
A290;290
A557;557
A620;620
A430;430
A401;401
A22;22
A141;141
A0;0
A403;403
A460;460
A625;625
A185;185
A352;352
A945;945
A87;87
A221;221
A894;894
A731;731
A42;42
A886;886
A687;687
A965;965
A372;372
A651;651
A876;876
A217;217
A268;268
A13;13
A862;862
A856;856
A928;928
A59;59
A726;726
A151;151
A277;277
A869;869
A221;221
A103;103
A701;701
A356;356
A388;388
A902;902
A622;622
A181;181
A15;15
A100;100
A596;596
A737;737
A492;492
A829;829
A505;505
A315;315
A512;512
A17;17
A437;437
A138;138
A397;397
A101;101
A390;390
A300;300
A67;67
A509;509
A618;618
A367;367
A182;182
A416;416
A921;921
A284;284
A996;996
A800;800
A69;69
A983;983
A535;535
A414;414
A504;504
A455;455
A488;488
A613;613
A903;903
A671;671
A945;945
A565;565
A407;407
A956;956
A751;751
A499;499
A71;71
A443;443
A651;651
A502;502
A8;8
A945;945
A236;236
A877;877
A41;41
A928;928
A706;706
A63;63
A114;114
A861;861
A119;119
A401;401
A101;101
A788;788
A185;185
A614;614
A641;641
A14;14
A5;5
A162;162
A921;921
A141;141
A452;452
A11;11
A487;487
A768;768
A343;343
A771;771
A961;961
A354;354
A536;536
A799;799
A69;69
A203;203
A538;538
A845;845
A133;133
A641;641
A506;506
A34;34
A758;758
A395;395
A783;783
A752;752
A316;316
A249;249
A804;804
A20;20
A19;19
A139;139
A783;783
A15;15
A119;119
A808;808
A386;386
A622;622
A663;663
A580;580
A171;171
A969;969
A279;279
A367;367
A107;107
A529;529
A940;940
A993;993
A536;536
A474;474
A888;888
A869;869
A891;891
A296;296
A965;965
A656;656
A36;36
A240;240
A339;339
A177;177
A354;354
A285;285
A183;183
A527;527
A721;721
A46;46
A937;937
A534;534
A986;986
A442;442
A590;590
A389;389
A411;411
A113;113
A752;752
A663;663
A376;376
A574;574
A179;179
A782;782
A346;346
A715;715
A434;434
A421;421
A215;215
A440;440
A637;637
A661;661
A244;244
A64;64
A28;28
A278;278
A290;290
A557;557
A620;620
A430;430
A401;401
A22;22
A141;141
A0;0
A403;403
A460;460
A625;625
A185;185
A352;352
A945;945
A87;87
A221;221
A894;894
A731;731
A42;42
A886;886
A687;687
A965;965
A372;372
A651;651
A876;876
A217;217
A268;268
A13;13
A862;862
A856;856
A928;928
A59;59
A726;726
A151;151
A277;277
A869;869
A221;221
A103;103
A701;701
A356;356
A388;388
A902;902
A622;622
A181;181
A15;15
A100;100
A596;596
A737;737
A492;492
A829;829
A505;505
A315;315
A512;512
A17;17
A437;437
A138;138
A397;397
A101;101
A390;390
A300;300
A67;67
A509;509
A618;618
A367;367
A182;182
A416;416
A921;921
A284;284
A996;996
A800;800
A69;69
A983;983
A535;535
A414;414
A504;504
A455;455
A488;488
A613;613
A903;903
A671;671
A945;945
A565;565
A407;407
A956;956
A751;751
A499;499
A71;71
A443;443
A651;651
A502;502
A8;8
A945;945
A236;236
A877;877
A41;41
A928;928
A706;706
A63;63
A114;114
A861;861
A119;119
A401;401
A101;101
A788;788
A185;185
A614;614
A641;641
A14;14
A5;5
A162;162
A921;921
A141;141
A452;452
A11;11
A487;487
A768;768
A343;343
A771;771
A961;961
A354;354
A536;536
A799;799
A69;69
A203;203
A538;538
A845;845
A133;133
A641;641
A506;506
A34;34
A758;758
A395;395
A783;783
A752;752
A316;316
A249;249
A804;804
A20;20
A19;19
A139;139
A783;783
A15;15
A119;119
A808;808
A386;386
A622;622
A663;663
A580;580
A171;171
A969;969
A279;279
A367;367
A107;107
A529;529
A940;940
A993;993
A536;536
A474;474
A888;888
A869;869
A891;891
A296;296
A965;965
A656;656
A36;36
A240;240
A339;339
A177;177
A354;354
A285;285
A183;183
A527;527
A721;721
A46;46
A937;937
A534;534
A986;986
A442;442
A590;590
A389;389
A411;411
A113;113
A752;752
A663;663
A376;376
A574;574
A179;179
A782;782
A346;346
A715;715
A434;434
A421;421
A215;215
A440;440
A637;637
A661;661
A244;244
A64;64
A28;28
A278;278
A290;290
A557;557
A620;620
A430;430
A401;401
A22;22
A141;141
A0;0
A403;403
A460;460
A625;625
A185;185
A352;352
A945;945
A87;87
A221;221
A894;894
A731;731
A42;42
A886;886
A687;687
A965;965
A372;372
A651;651
A876;876
A217;217
A268;268
A13;13
A862;862
A856;856
A928;928
A59;59
A726;726
A151;151
A277;277
A869;869
A221;221
A103;103
A701;701
A356;356
A388;388
A902;902
A622;622
A181;181
A15;15
A100;100
A596;596
A737;737
A492;492
A829;829
A505;505
A315;315
A512;512
A17;17
A437;437
A138;138
A397;397
A101;101
A390;390
A300;300
A67;67
A509;509
A618;618
A367;367
A182;182
A416;416
A921;921
A284;284
A996;996
A800;800
A69;69
A983;983
A535;535
A414;414
A504;504
A455;455
A488;488
A613;613
A903;903
A671;671
A945;945
A565;565
A407;407
A956;956
A751;751
A499;499
A71;71
A443;443
A651;651
A502;502
A8;8
A945;945
A236;236
A877;877
A41;41
A928;928
A706;706
A63;63
A114;114
A861;861
A119;119
A401;401
A101;101
A788;788
A185;185
A614;614
A641;641
A14;14
A5;5
A162;162
A921;921
A141;141
A452;452
A11;11
A487;487
A768;768
A343;343
A771;771
A961;961
A354;354
A536;536
A799;799
A69;69
A203;203
A538;538
A845;845
A133;133
A641;641
A506;506
A34;34
A758;758
A395;395
A783;783
A752;752
A316;316
A249;249
A804;804
A20;20
A19;19
A139;139
A783;783
A15;15
A119;119
A808;808
A386;386
A622;622
A663;663
A580;580
A171;171
A969;969
A279;279
A367;367
A107;107
A529;529
A940;940
A993;993
A536;536
A474;474
A888;888
A869;869
A891;891
A296;296
A965;965
A656;656
A36;36
A240;240
A339;339
A177;177
A354;354
A285;285
A183;183
A527;527
A721;721
A46;46
A937;937
A534;534
A986;986
A442;442
A590;590
A389;389
A411;411
A113;113
A752;752
A663;663
A376;376
A574;574
A179;179
A782;782
A346;346
A715;715
A434;434
A421;421
A215;215
A440;440
A637;637
A661;661
A244;244
A64;64
A28;28
A278;278
A290;290
A557;557
A620;620
A430;430
A401;401
A22;22
A141;141
A0;0
A403;403
A460;460
A625;625
A185;185
A352;352
A945;945
A87;87
A221;221
A894;894
A731;731
A42;42
A886;886
A687;687
A965;965
A372;372
A651;651
A876;876
A217;217
A268;268
A13;13
A862;862
A856;856
A928;928
A59;59
A726;726
A151;151
A277;277
A869;869
A221;221
A103;103
A701;701
A356;356
A388;388
A902;902
A622;622
A181;181
A15;15
A100;100
A596;596
A737;737
A492;492
A829;829
A505;505
A315;315
A512;512
A17;17
A437;437
A138;138
A397;397
A101;101
A390;390
A300;300
A67;67
A509;509
A618;618
A367;367
A182;182
A416;416
A921;921
A284;284
A996;996
A800;800
A69;69
A983;983
A535;535
A414;414
A504;504
A455;455
A488;488
A613;613
A903;903
A671;671
A945;945
A565;565
A407;407
A956;956
A751;751
A499;499
A71;71
A443;443
A651;651
A502;502
A8;8
A945;945
A236;236
A877;877
A41;41
A928;928
A706;706
A63;63
A114;114
A861;861
A119;119
A401;401
A101;101
A788;788
A185;185
A614;614
A641;641
A14;14
A5;5
A162;162
A921;921
A141;141
A452;452
A11;11
A487;487
A768;768
A343;343
A771;771
A961;961
A354;354
A536;536
A799;799
A69;69
A203;203
A538;538
A845;845
A133;133
A641;641
A506;506
A34;34
A758;758
A395;395
A783;783
A752;752
A316;316
A249;249
A804;804
A20;20
A19;19
A139;139
A783;783
A15;15
A119;119
A808;808
A386;386
A622;622
A663;663
A580;580
A171;171
A969;969
A279;279
A367;367
A107;107
A529;529
A940;940
A993;993
A536;536
A474;474
A888;888
A869;869
A891;891
A296;296
A965;965
A656;656
A36;36
A240;240
A339;339
A177;177
A354;354
A285;285
A183;183
A527;527
A721;721
A46;46
A937;937
A534;534
A986;986
A442;442
A590;590
A389;389
A411;411
A113;113
A752;752
A663;663
A376;376
A574;574
A179;179
A782;782
A346;346
A715;715
A434;434
A421;421
A215;215
A440;440
A637;637
A661;661
A244;244
A64;64
A28;28
A278;278
A290;290
A557;557
A620;620
A430;430
A401;401
A22;22
A141;141
A0;0
A403;403
A460;460
A625;625
A185;185
A352;352
A945;945
A87;87
A221;221
A894;894
A731;731
A42;42
A886;886
A687;687
A965;965
A372;372
A651;651
A876;876
A217;217
A268;268
A13;13
A862;862
A856;856
A928;928
A59;59
A726;726
A151;151
A277;277
A869;869
A221;221
A103;103
A701;701
A356;356
A388;388
A902;902
A622;622
A181;181
A15;15
A100;100
A596;596
A737;737
A492;492
A829;829
A505;505
A315;315
A512;512
A17;17
A437;437
A138;138
A397;397
A101;101
A390;390
A300;300
A67;67
A509;509
A618;618
A367;367
A182;182
A416;416
A921;921
A284;284
A996;996
A800;800
A69;69
A983;983
A535;535
A414;414
A504;504
A455;455
A488;488
A613;613
A903;903
A671;671
A945;945
A565;565
A407;407
A956;956
A751;751
A499;499
A71;71
A443;443
A651;651
A502;502
A8;8
A945;945
A236;236
A877;877
A41;41
A928;928
A706;706
A63;63
A114;114
A861;861
A119;119
A401;401
A101;101
A788;788
A185;185
A614;614
A641;641
A14;14
A5;5
A162;162
A921;921
A141;141
A452;452
A11;11
A487;487
A768;768
A343;343
A771;771
A961;961
A354;354
A536;536
A799;799
A69;69
A203;203
A538;538
A845;845
A133;133
A641;641
A506;506
A34;34
A758;758
A395;395
A783;783
A752;752
A316;316
A249;249
A804;804
A20;20
A19;19
A139;139
A783;783
A15;15
A119;119
A808;808
A386;386
A622;622
A663;663
A580;580
A171;171
A969;969
A279;279
A367;367
A107;107
A529;529
A940;940
A993;993
A536;536
A474;474
A888;888
A869;869
A891;891
A296;296
A965;965
A656;656
A36;36
A240;240
A339;339
A177;177
A354;354
A285;285
A183;183
A527;527
A721;721
A46;46
A937;937
A534;534
A986;986
A442;442
A590;590
A389;389
A411;411
A113;113
A752;752
A663;663
A376;376
A574;574
A179;179
A782;782
A346;346
A715;715
A434;434
A421;421
A215;215
A440;440
A637;637
A661;661
A244;244
A64;64
A28;28
A278;278
A290;290
A557;557
A620;620
A430;430
A401;401
A22;22
A141;141
A0;0
A403;403
A460;460
A625;625
A185;185
A352;352
A945;945
A87;87
A221;221
A894;894
A731;731
A42;42
A886;886
A687;687
A965;965
A372;372
A651;651
A876;876
A217;217
A268;268
A13;13
A862;862
A856;856
A928;928
A59;59
A726;726
A151;151
A277;277
A869;869
A221;221
A103;103
A701;701
A356;356
A388;388
A902;902
A622;622
A181;181
A15;15
A100;100
A596;596
A737;737
A492;492
A829;829
A505;505
A315;315
A512;512
A17;17
A437;437
A138;138
A397;397
A101;101
A390;390
A300;300
A67;67
A509;509
A618;618
A367;367
A182;182
A416;416
A921;921
A284;284
A996;996
A800;800
A69;69
A983;983
A535;535
A414;414
A504;504
A455;455
A488;488
A613;613
A903;903
A671;671
A945;945
A565;565
A407;407
A956;956
A751;751
A499;499
A71;71
A443;443
A651;651
A502;502
A8;8
A945;945
A236;236
A877;877
A41;41
A928;928
A706;706
A63;63
A114;114
A861;861
A119;119
A401;401
A101;101
A788;788
A185;185
A614;614
A641;641
A14;14
A5;5
A162;162
A921;921
A141;141
A452;452
A11;11
A487;487
A768;768
A343;343
A771;771
A961;961
A354;354
A536;536
A799;799
A69;69
A203;203
A538;538
A845;845
A133;133
A641;641
A506;506
A34;34
A758;758
A395;395
A783;783
A752;752
A316;316
A249;249
A804;804
A20;20
A19;19
A139;139
A783;783
A15;15
A119;119
A808;808
A386;386
A622;622
A663;663
A580;580
A171;171
A969;969
A279;279
A367;367
A107;107
A529;529
A940;940
A993;993
A536;536
A474;474
A888;888
A869;869
A891;891
A296;296
A965;965
A656;656
A36;36
A240;240
A339;339
A177;177
A354;354
A285;285
A183;183
A527;527
A721;721
A46;46
A937;937
A534;534
A986;986
A442;442
A590;590
A389;389
A411;411
A113;113
A752;752
A663;663
A376;376
A574;574
A179;179
A782;782
A346;346
A715;715
A434;434
A421;421
A215;215
A440;440
A637;637
A661;661
A244;244
A64;64
A28;28
A278;278
A290;290
A557;557
A620;620
A430;430
A401;401
A22;22
A141;141
A0;0
A403;403
A460;460
A625;625
A185;185
A352;352
A945;945
A87;87
A221;221
A894;894
A731;731
A42;42
A886;886
A687;687
A965;965
A372;372
A651;651
A876;876
A217;217
A268;268
A13;13
A862;862
A856;856
A928;928
A59;59
A726;726
A151;151
A277;277
A869;869
A221;221
A103;103
A701;701
A356;356
A388;388
A902;902
A622;622
A181;181
A15;15
A100;100
A596;596
A737;737
A492;492
A829;829
A505;505
A315;315
A512;512
A17;17
A437;437
A138;138
A397;397
A101;101
A390;390
A300;300
A67;67
A509;509
A618;618
A367;367
A182;182
A416;416
A921;921
A284;284
A996;996
A800;800
A69;69
A983;983
A535;535
A414;414
A504;504
A455;455
A488;488
A613;613
A903;903
A671;671
A945;945
A565;565
A407;407
A956;956
A751;751
A499;499
A71;71
A443;443
A651;651
A502;502
A8;8
A945;945
A236;236
A877;877
A41;41
A928;928
A706;706
A63;63
A114;114
A861;861
A119;119
A401;401
A101;101
A788;788
A185;185
A614;614
A641;641
A14;14
A5;5
A162;162
A921;921
A141;141
A452;452
A11;11
A487;487
A768;768
A343;343
A771;771
A961;961
A354;354
A536;536
A799;799
A69;69
A203;203
A538;538
A845;845
A133;133
A641;641
A506;506
A34;34
A758;758
A395;395
A783;783
A752;752
A316;316
A249;249
A804;804
A20;20
A19;19
A139;139
A783;783
A15;15
A119;119
A808;808
A386;386
A622;622
A663;663
A580;580
A171;171
A969;969
A279;279
A367;367
A107;107
A529;529
A940;940
A993;993
A536;536
A474;474
A888;888
A869;869
A891;891
A296;296
A965;965
A656;656
A36;36
A240;240
A339;339
A177;177
A354;354
A285;285
A183;183
A527;527
A721;721
A46;46
A937;937
A534;534
A986;986
A442;442
A590;590
A389;389
A411;411
A113;113
A752;752
A663;663
A376;376
A574;574
A179;179
A782;782
A346;346
A715;715
A434;434
A421;421
A215;215
A440;440
A637;637
A661;661
A244;244
A64;64
A28;28
A278;278
A290;290
A557;557
A620;620
A430;430
A401;401
A22;22
A141;141
A0;0
A403;403
A460;460
A625;625
A185;185
A352;352
A945;945
A87;87
A221;221
A894;894
A731;731
A42;42
A886;886
A687;687
A965;965
A372;372
A651;651
A876;876
A217;217
A268;268
A13;13
A862;862
A856;856
A928;928
A59;59
A726;726
A151;151
A277;277
A869;869
A221;221
A103;103
A701;701
A356;356
A388;388
A902;902
A622;622
A181;181
A15;15
A100;100
A596;596
A737;737
A492;492
A829;829
A505;505
A315;315
A512;512
A17;17
A437;437
A138;138
A397;397
A101;101
A390;390
A300;300
A67;67
A509;509
A618;618
A367;367
A182;182
A416;416
A921;921
A284;284
A996;996
A800;800
A69;69
A983;983
A535;535
A414;414
A504;504
A455;455
A488;488
A613;613
A903;903
A671;671
A945;945
A565;565
A407;407
A956;956
A751;751
A499;499
A71;71
A443;443
A651;651
A502;502
A8;8
A945;945
A236;236
A877;877
A41;41
A928;928
A706;706
A63;63
A114;114
A861;861
A119;119
A401;401
A101;101
A788;788
A185;185
A614;614
A641;641
A14;14
A5;5
A162;162
A921;921
A141;141
A452;452
A11;11
A487;487
A768;768
A343;343
A771;771
A961;961
A354;354
A536;536
A799;799
A69;69
A203;203
A538;538
A845;845
A133;133
A641;641
A506;506
A34;34
A758;758
A395;395
A783;783
A752;752
A316;316
A249;249
A804;804
A20;20
A19;19
A139;139
A783;783
A15;15
A119;119
A808;808
A386;386
A622;622
A663;663
A580;580
A171;171
A969;969
A279;279
A367;367
A107;107
A529;529
A940;940
A993;993
A536;536
A474;474
A888;888
A869;869
A891;891
A296;296
A965;965
A656;656
A36;36
A240;240
A339;339
A177;177
A354;354
A285;285
A183;183
A527;527
A721;721
A46;46
A937;937
A534;534
A986;986
A442;442
A590;590
A389;389
A411;411
A113;113
A752;752
A663;663
A376;376
A574;574
A179;179
A782;782
A346;346
A715;715
A434;434
A421;421
A215;215
A440;440
A637;637
A661;661
A244;244
A64;64
A28;28
A278;278
A290;290
A557;557
A620;620
A430;430
A401;401
A22;22
A141;141
A0;0
A403;403
A460;460
A625;625
A185;185
A352;352
A945;945
A87;87
A221;221
A894;894
A731;731
A42;42
A886;886
A687;687
A965;965
A372;372
A651;651
A876;876
A217;217
A268;268
A13;13
A862;862
A856;856
A928;928
A59;59
A726;726
A151;151
A277;277
A869;869
A221;221
A103;103
A701;701
A356;356
A388;388
A902;902
A622;622
A181;181
A15;15
A100;100
A596;596
A737;737
A492;492
A829;829
A505;505
A315;315
A512;512
A17;17
A437;437
A138;138
A397;397
A101;101
A390;390
A300;300
A67;67
A509;509
A618;618
A367;367
A182;182
A416;416
A921;921
A284;284
A996;996
A800;800
A69;69
A983;983
A535;535
A414;414
A504;504
A455;455
A488;488
A613;613
A903;903
A671;671
A945;945
A565;565
A407;407
A956;956
A751;751
A499;499
A71;71
A443;443
A651;651
A502;502
A8;8
A945;945
A236;236
A877;877
A41;41
A928;928
A706;706
A63;63
A114;114
A861;861
A119;119
A401;401
A101;101
A788;788
A185;185
A614;614
A641;641
A14;14
A5;5
A162;162
A921;921
A141;141
A452;452
A11;11
A487;487
A768;768
A343;343
A771;771
A961;961
A354;354
A536;536
A799;799
A69;69
A203;203
A538;538
A845;845
A133;133
A641;641
A506;506
A34;34
A758;758
A395;395
A783;783
A752;752
A316;316
A249;249
A804;804
A20;20
A19;19
A139;139
A783;783
A15;15
A119;119
A808;808
A386;386
A622;622
A663;663
A580;580
A171;171
A969;969
A279;279
A367;367
A107;107
A529;529
A940;940
A993;993
A536;536
A474;474
A888;888
A869;869
A891;891
A296;296
A965;965
A656;656
A36;36
A240;240
A339;339
A177;177
A354;354
A285;285
A183;183
A527;527
A721;721
A46;46
A937;937
A534;534
A986;986
A442;442
A590;590
A389;389
A411;411
A113;113
A752;752
A663;663
A376;376
A574;574
A179;179
A782;782
A346;346
A715;715
A434;434
A421;421
A215;215
A440;440
A637;637
A661;661
A244;244
A64;64
A28;28
A278;278
A290;290
A557;557
A620;620
A430;430
A401;401
A22;22
A141;141
A0;0
A403;403
A460;460
A625;625
A185;185
A352;352
A945;945
A87;87
A221;221
A894;894
A731;731
A42;42
A886;886
A687;687
A965;965
A372;372
A651;651
A876;876
A217;217
A268;268
A13;13
A862;862
A856;856
A928;928
A59;59
A726;726
A151;151
A277;277
A869;869
A221;221
A103;103
A701;701
A356;356
A388;388
A902;902
A622;622
A181;181
A15;15
A100;100
A596;596
A737;737
A492;492
A829;829
A505;505
A315;315
A512;512
A17;17
A437;437
A138;138
A397;397
A101;101
A390;390
A300;300
A67;67
A509;509
A618;618
A367;367
A182;182
A416;416
A921;921
A284;284
A996;996
A800;800
A69;69
A983;983
A535;535
A414;414
A504;504
A455;455
A488;488
A613;613
A903;903
A671;671
A945;945
A565;565
A407;407
A956;956
A751;751
A499;499
A71;71
A443;443
A651;651
A502;502
A8;8
A945;945
A236;236
A877;877
A41;41
A928;928
A706;706
A63;63
A114;114
A861;861
A119;119
A401;401
A101;101
A788;788
A185;185
A614;614
A641;641
A14;14
A5;5
A162;162
A921;921
A141;141
A452;452
A11;11
A487;487
A768;768
A343;343
A771;771
A961;961
A354;354
A536;536
A799;799
A69;69
A203;203
A538;538
A845;845
A133;133
A641;641
A506;506
A34;34
A758;758
A395;395
A783;783
A752;752
A316;316
A249;249
A804;804
A20;20
A19;19
A139;139
A783;783
A15;15
A119;119
A808;808
A386;386
A622;622
A663;663
A580;580
A171;171
A969;969
A279;279
A367;367
A107;107
A529;529
A940;940
A993;993
A536;536
A474;474
A888;888
A869;869
A891;891
A296;296
A965;965
A656;656
A36;36
A240;240
A339;339
A177;177
A354;354
A285;285
A183;183
A527;527
A721;721
A46;46
A937;937
A534;534
A986;986
A442;442
A590;590
A389;389
A411;411
A113;113
A752;752
A663;663
A376;376
A574;574
A179;179
A782;782
A346;346
A715;715
A434;434
A421;421
A215;215
A440;440
A637;637
A661;661
A244;244
A64;64
A28;28
A278;278
A290;290
A557;557
A620;620
A430;430
A401;401
A22;22
A141;141
A0;0
A403;403
A460;460
A625;625
A185;185
A352;352
A945;945
A87;87
A221;221
A894;894
A731;731
A42;42
A886;886
A687;687
A965;965
A372;372
A651;651
A876;876
A217;217
A268;268
A13;13
A862;862
A856;856
A928;928
A59;59
A726;726
A151;151
A277;277
A869;869
A221;221
A103;103
A701;701
A356;356
A388;388
A902;902
A622;622
A181;181
A15;15
A100;100
A596;596
A737;737
A492;492
A829;829
A505;505
A315;315
A512;512
A17;17
A437;437
A138;138
A397;397
A101;101
A390;390
A300;300
A67;67
A509;509
A618;618
A367;367
A182;182
A416;416
A921;921
A284;284
A996;996
A800;800
A69;69
A983;983
A535;535
A414;414
A504;504
A455;455
A488;488
A613;613
A903;903
A671;671
A945;945
A565;565
A407;407
A956;956
A751;751
A499;499
A71;71
A443;443
A651;651
A502;502
A8;8
A945;945
A236;236
A877;877
A41;41
A928;928
A706;706
A63;63
A114;114
A861;861
A119;119
A401;401
A101;101
A788;788
A185;185
A614;614
A641;641
A14;14
A5;5
A162;162
A921;921
A141;141
A452;452
A11;11
A487;487
A768;768
A343;343
A771;771
A961;961
A354;354
A536;536
A799;799
A69;69
A203;203
A538;538
A845;845
A133;133
A641;641
A506;506
A34;34
A758;758
A395;395
A783;783
A752;752
A316;316
A249;249
A804;804
A20;20
A19;19
A139;139
A783;783
A15;15
A119;119
A808;808
A386;386
A622;622
A663;663
A580;580
A171;171
A969;969
A279;279
A367;367
A107;107
A529;529
A940;940
A993;993
A536;536
A474;474
A888;888
A869;869
A891;891
A296;296
A965;965
A656;656
A36;36
A240;240
A339;339
A177;177
A354;354
A285;285
A183;183
A527;527
A721;721
A46;46
A937;937
A534;534
A986;986
A442;442
A590;590
A389;389
A411;411
A113;113
A752;752
A663;663
A376;376
A574;574
A179;179
A782;782
A346;346
A715;715
A434;434
A421;421
A215;215
A440;440
A637;637
A661;661
A244;244
A64;64
A28;28
A278;278
A290;290
A557;557
A620;620
A430;430
A401;401
A22;22
A141;141
A0;0
A403;403
A460;460
A625;625
A185;185
A352;352
A945;945
A87;87
A221;221
A894;894
A731;731
A42;42
A886;886
A687;687
A965;965
A372;372
A651;651
A876;876
A217;217
A268;268
A13;13
A862;862
A856;856
A928;928
A59;59
A726;726
A151;151
A277;277
A869;869
A221;221
A103;103
A701;701
A356;356
A388;388
A902;902
A622;622
A181;181
A15;15
A100;100
A596;596
A737;737
A492;492
A829;829
A505;505
A315;315
A512;512
A17;17
A437;437
A138;138
A397;397
A101;101
A390;390
A300;300
A67;67
A509;509
A618;618
A367;367
A182;182
A416;416
A921;921
A284;284
A996;996
A800;800
A69;69
A983;983
A535;535
A414;414
A504;504
A455;455
A488;488
A613;613
A903;903
A671;671
A945;945
A565;565
A407;407
A956;956
A751;751
A499;499
A71;71
A443;443
A651;651
A502;502
A8;8
A945;945
A236;236
A877;877
A41;41
A928;928
A706;706
A63;63
A114;114
A861;861
A119;119
A401;401
A101;101
A788;788
A185;185
A614;614
A641;641
A14;14
A5;5
A162;162
A921;921
A141;141
A452;452
A11;11
A487;487
A768;768
A343;343
A771;771
A961;961
A354;354
A536;536
A799;799
A69;69
A203;203
A538;538
A845;845
A133;133
A641;641
A506;506
A34;34
A758;758
A395;395
A783;783
A752;752
A316;316
A249;249
A804;804
A20;20
A19;19
A139;139
A783;783
A15;15
A119;119
A808;808
A386;386
A622;622
A663;663
A580;580
A171;171
A969;969
A279;279
A367;367
A107;107
A529;529
A940;940
A993;993
A536;536
A474;474
A888;888
A869;869
A891;891
A296;296
A965;965
A656;656
A36;36
A240;240
A339;339
A177;177
A354;354
A285;285
A183;183
A527;527
A721;721
A46;46
A937;937
A534;534
A986;986
A442;442
A590;590
A389;389
A411;411
A113;113
A752;752
A663;663
A376;376
A574;574
A179;179
A782;782
A346;346
A715;715
A434;434
A421;421
A215;215
A440;440
A637;637
A661;661
A244;244
A64;64
A28;28
A278;278
A290;290
A557;557
A620;620
A430;430
A401;401
A22;22
A141;141
A0;0
A403;403
A460;460
A625;625
A185;185
A352;352
A945;945
A87;87
A221;221
A894;894
A731;731
A42;42
A886;886
A687;687
A965;965
A372;372
A651;651
A876;876
A217;217
A268;268
A13;13
A862;862
A856;856
A928;928
A59;59
A726;726
A151;151
A277;277
A869;869
A221;221
A103;103
A701;701
A356;356
A388;388
A902;902
A622;622
A181;181
A15;15
A100;100
A596;596
A737;737
A492;492
A829;829
A505;505
A315;315
A512;512
A17;17
A437;437
A138;138
A397;397
A101;101
A390;390
A300;300
A67;67
A509;509
A618;618
A367;367
A182;182
A416;416
A921;921
A284;284
A996;996
A800;800
A69;69
A983;983
A535;535
A414;414
A504;504
A455;455
A488;488
A613;613
A903;903
A671;671
A945;945
A565;565
A407;407
A956;956
A751;751
A499;499
A71;71
A443;443
A651;651
A502;502
A8;8
A945;945
A236;236
A877;877
A41;41
A928;928
A706;706
A63;63
A114;114
A861;861
A119;119
A401;401
A101;101
A788;788
A185;185
A614;614
A641;641
A14;14
A5;5
A162;162
A921;921
A141;141
A452;452
A11;11
A487;487
A768;768
A343;343
A771;771
A961;961
A354;354
A536;536
A799;799
A69;69
A203;203
A538;538
A845;845
A133;133
A641;641
A506;506
A34;34
A758;758
A395;395
A783;783
A752;752
A316;316
A249;249
A804;804
A20;20
A19;19
A139;139
A783;783
A15;15
A119;119
A808;808
A386;386
A622;622
A663;663
A580;580
A171;171
A969;969
A279;279
A367;367
A107;107
A529;529
A940;940
A993;993
A536;536
A474;474
A888;888
A869;869
A891;891
A296;296
A965;965
A656;656
A36;36
A240;240
A339;339
A177;177
A354;354
A285;285
A183;183
A527;527
A721;721
A46;46
A937;937
A534;534
A986;986
A442;442
A590;590
A389;389
A411;411
A113;113
A752;752
A663;663
A376;376
A574;574
A179;179
A782;782
A346;346
A715;715
A434;434
A421;421
A215;215
A440;440
A637;637
A661;661
A244;244
A64;64
A28;28
A278;278
A290;290
A557;557
A620;620
A430;430
A401;401
A22;22
A141;141
A0;0
A403;403
A460;460
A625;625
A185;185
A352;352
A945;945
A87;87
A221;221
A894;894
A731;731
A42;42
A886;886
A687;687
A965;965
A372;372
A651;651
A876;876
A217;217
A268;268
A13;13
A862;862
A856;856
A928;928
A59;59
A726;726
A151;151
A277;277
A869;869
A221;221
A103;103
A701;701
A356;356
A388;388
A902;902
A622;622
A181;181
A15;15
A100;100
A596;596
A737;737
A492;492
A829;829
A505;505
A315;315
A512;512
A17;17
A437;437
A138;138
A397;397
A101;101
A390;390
A300;300
A67;67
A509;509
A618;618
A367;367
A182;182
A416;416
A921;921
A284;284
A996;996
A800;800
A69;69
A983;983
A535;535
A414;414
A504;504
A455;455
A488;488
A613;613
A903;903
A671;671
A945;945
A565;565
A407;407
A956;956
A751;751
A499;499
A71;71
A443;443
A651;651
A502;502
A8;8
A945;945
A236;236
A877;877
A41;41
A928;928
A706;706
A63;63
A114;114
A861;861
A119;119
A401;401
A101;101
A788;788
A185;185
A614;614
A641;641
A14;14
A5;5
A162;162
A921;921
A141;141
A452;452
A11;11
A487;487
A768;768
A343;343
A771;771
A961;961
A354;354
A536;536
A799;799
A69;69
A203;203
A538;538
A845;845
A133;133
A641;641
A506;506
A34;34
A758;758
A395;395
A783;783
A752;752
A316;316
A249;249
A804;804
A20;20
A19;19
